OutreachAttempts,InitialContact,Title,SpendRatio,DealSize,LeadSource,ExistingCustomer,Region,CampaignMix,OppStatus
8,Yes,Other,0.27,10700,Internet,Yes,SE Asia,None,no
10,Yes,Executive,0.49,7100,Phone,Yes,Australia,Trial,yes
8,No,Manager,0.23,10000,Phone,No,Europe,None,no
8,No,Executive,0.27,13700,Phone,No,Europe,Digital|Trial,yes
2,Yes,Manager,0.33,15500,Walkin,Yes,Australia,Digital|Trial,no
6,Yes,Executive,0.1,14300,Internet,Yes,SE Asia,Digital,yes
5,No,Manager,0.24,13700,Internet,Yes,Americas,None,no
9,Yes,Executive,0.27,12200,Walkin,No,Australia,Trial,yes
7,No,Other,0.44,15300,Walkin,No,Other,Trial,no
9,Yes,Manager,0.11,8800,Walkin,Yes,Australia,Digital|Trial,yes
6,Yes,Manager,0.22,7000,Other,No,SE Asia,None,no
4,No,Other,0.41,13100,Walkin,No,SE Asia,Traditional|Trial,yes
8,Yes,Manager,0.61,14600,Other,No,Europe,None,no
10,Yes,Manager,0.36,7900,Phone,Yes,Other,Digital|Traditional,yes
5,No,Manager,0.2,12900,Phone,No,Australia,None,no
8,No,Executive,0.36,12800,Phone,No,Australia,Trial,yes
3,No,Executive,0.45,7000,Internet,No,Americas,None,no
4,No,Manager,0.35,8900,Other,Yes,Australia,Digital,yes
5,Yes,Executive,0.34,16000,Phone,No,Europe,None,no
7,Yes,Executive,0.37,10200,Internet,Yes,Americas,Trial,yes
9,No,Executive,0.25,6600,Internet,No,Europe,Digital|Traditional|Trial,no
4,No,Manager,0.28,12500,Phone,No,Australia,Digital|Trial,yes
9,No,Other,0.6,8800,Phone,Yes,Europe,None,no
4,No,Executive,0.53,11800,Other,No,Europe,Trial,yes
2,Yes,Executive,0.45,10000,Phone,Yes,Americas,None,no
6,Yes,Other,0.28,12000,Phone,Yes,Australia,Digital|Trial,yes
5,No,Manager,0.16,13700,Other,No,Other,Digital,no
8,No,Executive,0.34,12200,Other,No,Europe,Digital|Traditional|Trial,yes
3,Yes,Other,0.12,12800,Phone,No,Europe,None,no
10,No,Other,0.44,14000,Phone,Yes,Australia,Traditional,yes
6,No,Executive,0.22,8000,Walkin,No,Australia,None,no
4,Yes,Executive,0.29,5500,Phone,Yes,Australia,Digital|Trial,yes
5,No,Manager,0.28,7500,Internet,No,Australia,None,no
10,Yes,Executive,0.46,8500,Other,Yes,Other,Digital|Traditional,yes
9,No,Executive,0.22,9600,Walkin,Yes,Other,None,no
7,No,Executive,0.12,13400,Phone,Yes,Americas,Trial,yes
2,No,Manager,0.53,7200,Internet,No,SE Asia,None,no
10,Yes,Other,0.22,13700,Internet,Yes,Americas,Trial,yes
7,No,Manager,0.22,10400,Other,No,Australia,None,no
6,No,Executive,0.43,9000,Walkin,No,Americas,Digital,yes
7,No,Other,0.53,16000,Internet,No,Americas,Digital|Trial,no
6,Yes,Manager,0.26,12700,Internet,Yes,Australia,Digital|Traditional,yes
9,No,Other,0.13,10000,Phone,No,Europe,None,no
6,Yes,Other,0.47,11800,Other,Yes,Europe,Digital|Trial,yes
2,Yes,Other,0.35,12800,Internet,Yes,Americas,None,no
7,No,Other,0.36,7300,Phone,Yes,SE Asia,Traditional|Trial,yes
2,Yes,Manager,0.57,14100,Internet,No,Europe,Digital|Traditional,no
9,Yes,Executive,0.54,5000,Phone,Yes,Europe,Traditional|Trial,yes
10,Yes,Executive,0.32,9500,Internet,No,SE Asia,Traditional|Trial,yes
7,Yes,Manager,0.5,6100,Phone,Yes,Australia,Digital,yes
7,Yes,Other,0.36,6800,Walkin,No,SE Asia,Trial,yes
4,Yes,Manager,0.16,12200,Phone,Yes,Americas,Trial,yes
6,Yes,Executive,0.35,10700,Other,No,Other,Digital|Traditional|Trial,yes
10,Yes,Executive,0.09,5800,Phone,Yes,Europe,Digital,yes
9,Yes,Manager,0.05,12700,Internet,Yes,Europe,Trial,yes
5,Yes,Other,0.48,7500,Walkin,Yes,Australia,Traditional|Trial,yes
10,Yes,Executive,0.17,10100,Walkin,No,Australia,Trial,yes
9,No,Executive,0.39,12200,Internet,Yes,Australia,Digital|Trial,yes
10,No,Executive,0.52,14400,Other,No,Americas,Trial,yes
10,No,Other,0.34,14600,Phone,No,SE Asia,Digital|Trial,yes
5,Yes,Executive,0.28,5000,Other,No,Other,Trial,yes
9,No,Manager,0.19,10500,Internet,Yes,Europe,Trial,yes
6,No,Manager,0.22,14600,Other,Yes,Other,Trial,yes
7,Yes,Manager,0.28,12800,Internet,Yes,Europe,Digital|Trial,yes
9,Yes,Executive,0.37,8500,Other,Yes,Europe,Traditional|Trial,yes
7,Yes,Manager,0.08,14500,Phone,Yes,Americas,Digital|Trial,yes
7,Yes,Other,0.27,5500,Phone,Yes,Europe,None,yes
6,Yes,Other,0.55,9100,Other,No,SE Asia,Digital|Traditional,yes
10,No,Executive,0.5,14400,Phone,Yes,Americas,Digital|Trial,yes
4,Yes,Other,0.44,13700,Other,Yes,SE Asia,Traditional|Trial,yes
6,Yes,Manager,0.46,12000,Internet,No,Australia,Trial,yes
8,No,Other,0.46,11600,Internet,Yes,Europe,Digital,yes
8,Yes,Executive,0.42,14900,Phone,Yes,SE Asia,Trial,yes
7,No,Other,0.06,13100,Other,Yes,Americas,Digital|Trial,yes
10,Yes,Manager,0.31,11500,Phone,Yes,Europe,Digital|Trial,yes
9,No,Executive,0.31,14700,Internet,Yes,Americas,Digital|Traditional,yes
6,No,Manager,0.22,15000,Phone,No,Americas,Traditional,yes
6,Yes,Executive,0.45,14200,Other,No,Australia,Traditional|Trial,yes
6,No,Executive,0.39,10900,Phone,Yes,Europe,Trial,yes
8,Yes,Executive,0.22,7000,Walkin,Yes,Australia,Digital|Trial,yes
9,Yes,Manager,0.26,6500,Other,No,Other,Digital|Traditional|Trial,yes
4,No,Executive,0.2,14000,Phone,No,SE Asia,Digital,yes
6,Yes,Other,0.21,8400,Other,Yes,Americas,Digital|Traditional,yes
6,Yes,Manager,0.15,14900,Walkin,No,Australia,Trial,yes
4,No,Manager,0.07,7900,Phone,Yes,SE Asia,Trial,yes
7,Yes,Manager,0.08,10900,Phone,Yes,Europe,Traditional|Trial,yes
6,Yes,Other,0.22,10900,Phone,No,Australia,Traditional|Trial,yes
9,No,Manager,0.06,9000,Walkin,Yes,Other,Traditional,yes
4,Yes,Manager,0.46,5100,Phone,Yes,Americas,Traditional|Trial,yes
8,Yes,Executive,0.38,13300,Internet,Yes,Americas,Trial,yes
5,Yes,Manager,0.45,13400,Phone,Yes,Europe,Trial,yes
4,No,Other,0.44,13300,Phone,No,Australia,Traditional|Trial,yes
9,No,Other,0.45,10400,Phone,No,SE Asia,Traditional|Trial,yes
8,Yes,Manager,0.46,11100,Walkin,Yes,SE Asia,Digital|Trial,yes
6,Yes,Other,0.09,7700,Walkin,Yes,Australia,Traditional|Trial,yes
10,No,Other,0.28,6100,Phone,Yes,Australia,Digital|Trial,yes
10,No,Other,0.25,5900,Phone,Yes,Americas,Trial,yes
6,No,Other,0.18,6700,Other,No,Other,Trial,yes
6,No,Executive,0.5,12300,Walkin,Yes,Australia,Traditional|Trial,yes
5,No,Other,0.12,13700,Internet,No,Europe,Traditional|Trial,yes
7,Yes,Manager,0.5,6000,Other,Yes,Europe,Traditional|Trial,yes
4,No,Manager,0.25,8900,Phone,No,SE Asia,Trial,yes
6,Yes,Executive,0.36,9700,Other,No,Europe,Traditional,yes
5,Yes,Executive,0.51,7200,Other,Yes,Europe,Traditional|Trial,yes
9,Yes,Other,0.24,9800,Phone,Yes,SE Asia,Digital|Trial,yes
6,No,Other,0.22,9200,Phone,No,Americas,Traditional,yes
5,Yes,Other,0.09,5600,Walkin,Yes,Europe,Digital,yes
6,No,Executive,0.34,14400,Walkin,Yes,Europe,Digital,yes
5,No,Manager,0.52,7200,Other,No,Europe,Trial,yes
5,Yes,Other,0.55,12600,Phone,Yes,Europe,Digital|Traditional|Trial,yes
5,No,Executive,0.07,11000,Phone,Yes,SE Asia,Digital,yes
5,No,Other,0.32,14600,Phone,No,Europe,Traditional,yes
6,Yes,Executive,0.35,9300,Other,Yes,Americas,None,yes
7,Yes,Executive,0.2,12700,Phone,Yes,Europe,Trial,yes
7,No,Manager,0.51,6200,Phone,Yes,Other,Digital|Trial,yes
4,No,Other,0.39,9600,Internet,Yes,SE Asia,Digital|Trial,yes
10,No,Executive,0.4,12800,Other,No,Other,Digital|Trial,yes
5,Yes,Manager,0.21,13700,Walkin,Yes,Europe,Trial,yes
5,Yes,Manager,0.52,7300,Walkin,Yes,Australia,Trial,yes
5,No,Manager,0.5,13300,Phone,No,Other,Digital|Trial,yes
4,Yes,Other,0.43,14000,Phone,No,Americas,Digital|Traditional|Trial,yes
9,Yes,Manager,0.29,9300,Walkin,Yes,Europe,Digital|Trial,yes
10,No,Executive,0.31,6300,Walkin,No,Australia,Digital|Trial,yes
6,Yes,Other,0.19,11400,Other,Yes,SE Asia,Trial,yes
8,No,Executive,0.3,13400,Internet,Yes,Australia,Trial,yes
10,No,Manager,0.21,13500,Walkin,Yes,Europe,Traditional|Trial,yes
8,Yes,Executive,0.21,11100,Phone,Yes,SE Asia,Digital|Traditional|Trial,yes
9,Yes,Manager,0.37,7700,Internet,Yes,Other,Trial,yes
6,No,Executive,0.54,10100,Phone,No,Australia,Digital|Traditional|Trial,yes
5,Yes,Manager,0.46,11400,Internet,No,Australia,Traditional|Trial,yes
8,Yes,Executive,0.52,9600,Internet,Yes,Europe,Digital|Traditional|Trial,yes
8,Yes,Executive,0.41,8100,Other,No,Europe,Digital|Trial,yes
5,Yes,Manager,0.07,7400,Other,Yes,SE Asia,Digital|Trial,yes
6,No,Manager,0.55,8100,Phone,Yes,Australia,Trial,yes
9,Yes,Executive,0.1,13700,Phone,No,Australia,None,yes
9,No,Other,0.48,14300,Phone,Yes,Australia,Traditional|Trial,yes
4,No,Executive,0.15,8300,Phone,Yes,SE Asia,Trial,yes
10,No,Other,0.47,6900,Phone,No,Australia,Traditional|Trial,yes
5,Yes,Executive,0.41,13600,Phone,Yes,Americas,Trial,yes
8,No,Manager,0.48,8400,Walkin,Yes,Other,Traditional|Trial,yes
8,Yes,Manager,0.09,7300,Phone,No,SE Asia,Trial,yes
8,No,Manager,0.47,8000,Internet,Yes,Europe,Traditional,yes
8,No,Executive,0.33,7000,Walkin,No,Australia,Digital|Trial,yes
9,No,Manager,0.43,8200,Phone,Yes,Europe,Traditional|Trial,yes
9,No,Manager,0.31,8400,Other,Yes,Australia,Traditional|Trial,yes
10,Yes,Other,0.14,8900,Internet,Yes,SE Asia,Digital|Traditional|Trial,yes
6,Yes,Other,0.51,12100,Internet,No,Australia,Trial,yes
10,No,Other,0.45,6700,Phone,Yes,Europe,Traditional|Trial,yes
5,No,Manager,0.32,7700,Phone,No,Other,Traditional|Trial,yes
8,No,Other,0.3,9700,Walkin,No,Other,Trial,yes
4,Yes,Other,0.39,12200,Internet,Yes,Australia,None,yes
5,Yes,Executive,0.17,5300,Phone,Yes,Americas,Digital,yes
8,Yes,Manager,0.05,14800,Walkin,Yes,Europe,Trial,yes
6,Yes,Other,0.44,5400,Walkin,No,Australia,Digital|Traditional|Trial,yes
7,No,Executive,0.5,12300,Other,Yes,Europe,Trial,yes
10,Yes,Manager,0.48,5400,Walkin,Yes,Australia,Traditional|Trial,yes
10,Yes,Manager,0.16,5000,Walkin,No,Australia,Trial,yes
7,No,Executive,0.49,9800,Other,No,Americas,Traditional|Trial,yes
10,No,Manager,0.53,8400,Other,Yes,Americas,Trial,yes
8,No,Executive,0.31,14400,Phone,Yes,Other,Trial,yes
7,Yes,Manager,0.42,6000,Walkin,Yes,Americas,Traditional|Trial,yes
9,No,Manager,0.47,7400,Internet,Yes,Australia,Digital|Trial,yes
6,No,Manager,0.32,9700,Other,Yes,SE Asia,Digital,yes
7,No,Manager,0.18,5800,Walkin,Yes,Other,Digital|Trial,yes
10,No,Executive,0.17,10200,Internet,Yes,Other,Digital|Trial,yes
4,Yes,Manager,0.28,6500,Other,No,Other,Traditional|Trial,yes
10,Yes,Other,0.19,9300,Internet,Yes,Other,Traditional,yes
9,Yes,Executive,0.18,11200,Walkin,No,Australia,Digital|Trial,yes
4,Yes,Other,0.42,5800,Internet,No,Europe,Digital|Traditional|Trial,yes
10,No,Manager,0.34,7500,Other,No,Americas,Trial,yes
8,No,Executive,0.28,7000,Other,No,SE Asia,Digital|Trial,yes
10,No,Manager,0.09,14200,Walkin,Yes,Europe,Digital|Trial,yes
9,No,Manager,0.36,6700,Other,Yes,Other,Digital,yes
4,No,Executive,0.24,5100,Other,Yes,Europe,Digital,yes
6,Yes,Manager,0.5,8600,Other,Yes,Australia,Digital|Trial,yes
4,Yes,Executive,0.19,10300,Walkin,Yes,Europe,Traditional|Trial,yes
8,No,Manager,0.35,12000,Phone,No,Americas,Traditional|Trial,yes
10,Yes,Executive,0.32,5000,Phone,No,Australia,Digital|Traditional|Trial,yes
7,Yes,Manager,0.49,9400,Other,Yes,Americas,Digital|Trial,yes
5,No,Executive,0.41,7600,Internet,Yes,Europe,Traditional|Trial,yes
5,Yes,Executive,0.24,8200,Other,No,Australia,Traditional|Trial,yes
9,No,Manager,0.53,7300,Phone,No,SE Asia,Traditional|Trial,yes
7,No,Other,0.23,12100,Internet,Yes,Europe,Trial,yes
9,Yes,Other,0.1,7700,Internet,No,Europe,Traditional|Trial,yes
10,Yes,Manager,0.35,12900,Phone,No,Australia,Digital|Trial,yes
7,No,Other,0.19,12100,Other,No,Europe,Digital|Trial,yes
8,Yes,Manager,0.14,13300,Phone,No,Australia,Traditional|Trial,yes
7,Yes,Executive,0.21,7300,Other,Yes,Americas,Trial,yes
10,No,Executive,0.37,7900,Internet,No,Europe,Trial,yes
7,No,Manager,0.21,11800,Phone,No,Americas,Traditional,yes
6,Yes,Manager,0.25,10400,Other,Yes,Other,Digital|Traditional|Trial,yes
9,Yes,Manager,0.2,5700,Internet,Yes,Europe,Traditional|Trial,yes
6,Yes,Executive,0.26,10600,Walkin,No,Australia,Trial,yes
4,No,Manager,0.39,13800,Phone,No,Europe,Digital|Traditional|Trial,yes
4,Yes,Manager,0.42,9100,Internet,No,Americas,Digital|Trial,yes
7,Yes,Manager,0.27,13100,Other,Yes,Australia,Digital|Trial,yes
9,No,Executive,0.23,7200,Internet,Yes,Americas,Digital,yes
5,Yes,Manager,0.5,8100,Internet,Yes,Europe,Traditional|Trial,yes
4,Yes,Other,0.51,7400,Phone,Yes,Europe,Digital,yes
8,No,Manager,0.18,11900,Phone,No,SE Asia,Digital|Trial,yes
7,Yes,Manager,0.51,6300,Phone,Yes,Australia,Traditional|Trial,yes
4,Yes,Executive,0.4,6900,Phone,No,SE Asia,Digital|Trial,yes
10,No,Executive,0.45,9000,Phone,Yes,Europe,Traditional|Trial,yes
4,Yes,Executive,0.13,14700,Walkin,Yes,Australia,Traditional|Trial,yes
10,No,Executive,0.36,6800,Other,Yes,Other,Digital|Traditional,yes
9,No,Executive,0.1,8200,Other,Yes,Other,Trial,yes
4,Yes,Executive,0.37,12900,Other,No,SE Asia,Traditional|Trial,yes
4,Yes,Other,0.54,13200,Walkin,Yes,SE Asia,Digital,yes
9,No,Manager,0.17,12200,Walkin,Yes,Americas,Digital,yes
5,Yes,Other,0.38,8700,Internet,Yes,Americas,Traditional|Trial,yes
10,No,Manager,0.18,8000,Phone,Yes,Australia,Traditional|Trial,yes
5,Yes,Manager,0.37,10600,Internet,Yes,Americas,Trial,yes
6,Yes,Other,0.08,9800,Phone,No,Europe,Digital|Trial,yes
4,No,Manager,0.45,11500,Walkin,Yes,Europe,Trial,yes
10,Yes,Other,0.46,13700,Walkin,Yes,Europe,Traditional,yes
6,Yes,Executive,0.21,12800,Phone,No,Europe,Traditional|Trial,yes
5,No,Other,0.28,10700,Phone,Yes,Australia,Digital|Trial,yes
4,No,Executive,0.31,7000,Phone,No,Australia,Traditional|Trial,yes
8,No,Other,0.22,11400,Phone,Yes,Europe,Digital|Trial,yes
5,No,Executive,0.13,5400,Internet,Yes,Europe,Digital|Trial,yes
10,No,Other,0.12,11500,Other,No,SE Asia,Traditional|Trial,yes
9,Yes,Other,0.17,6500,Phone,Yes,Europe,Trial,yes
6,No,Manager,0.36,5600,Other,Yes,Australia,Digital,yes
7,Yes,Other,0.22,14100,Other,Yes,Australia,Trial,yes
10,No,Executive,0.54,13000,Internet,Yes,Australia,Digital,yes
5,Yes,Other,0.12,14800,Other,No,SE Asia,Digital|Traditional|Trial,yes
5,No,Other,0.4,8900,Walkin,Yes,Australia,Digital|Trial,yes
8,No,Manager,0.15,11700,Phone,No,Australia,Digital,yes
9,Yes,Executive,0.42,14800,Phone,No,Australia,Trial,yes
5,No,Manager,0.36,14100,Phone,No,Europe,Digital|Trial,yes
6,No,Executive,0.36,7400,Internet,Yes,Australia,Digital|Trial,yes
4,No,Manager,0.09,8600,Phone,No,Australia,Trial,yes
9,Yes,Executive,0.47,13400,Phone,No,SE Asia,Digital|Trial,yes
6,No,Executive,0.28,7400,Other,No,Other,Traditional|Trial,yes
9,No,Executive,0.17,13200,Walkin,No,Americas,Digital|Trial,yes
4,Yes,Executive,0.29,13800,Walkin,No,Australia,Digital|Trial,yes
10,Yes,Executive,0.43,13200,Other,No,Europe,Traditional,yes
10,Yes,Manager,0.34,12800,Internet,No,Australia,Digital,yes
6,Yes,Executive,0.15,13400,Phone,No,SE Asia,Trial,yes
5,Yes,Executive,0.22,7700,Other,Yes,SE Asia,Digital,yes
10,Yes,Manager,0.5,14900,Other,No,SE Asia,None,yes
4,Yes,Manager,0.47,15000,Other,No,Australia,Digital,yes
9,No,Manager,0.11,14100,Phone,Yes,SE Asia,Digital,yes
8,No,Manager,0.12,14400,Phone,Yes,Other,Digital|Trial,yes
4,No,Executive,0.22,13100,Phone,Yes,Australia,Digital|Trial,yes
5,Yes,Other,0.09,8000,Walkin,No,Europe,Trial,yes
4,Yes,Executive,0.16,13800,Walkin,Yes,Australia,Digital|Trial,yes
4,No,Manager,0.34,7800,Phone,Yes,Americas,Digital|Trial,yes
4,Yes,Executive,0.35,13900,Walkin,Yes,Americas,Trial,yes
4,No,Other,0.36,8100,Phone,Yes,Australia,Digital|Traditional,yes
6,Yes,Manager,0.17,12700,Walkin,No,SE Asia,Traditional|Trial,yes
10,Yes,Manager,0.27,12700,Walkin,Yes,Europe,Digital|Traditional,yes
6,Yes,Executive,0.51,8200,Phone,Yes,SE Asia,Traditional|Trial,yes
5,Yes,Executive,0.17,8300,Phone,No,Europe,Digital|Trial,yes
4,Yes,Executive,0.08,10300,Phone,No,Australia,Digital|Trial,yes
7,Yes,Other,0.26,9800,Other,No,Australia,Digital|Trial,yes
5,No,Other,0.4,14200,Walkin,Yes,Europe,Trial,yes
10,Yes,Other,0.06,6500,Walkin,No,Americas,Digital|Trial,yes
6,Yes,Other,0.2,9200,Other,Yes,Europe,Trial,yes
5,Yes,Executive,0.42,14800,Internet,No,SE Asia,Digital|Trial,yes
8,Yes,Manager,0.5,11600,Other,Yes,Australia,Traditional|Trial,yes
8,Yes,Other,0.48,11200,Internet,No,Australia,Digital|Trial,yes
4,No,Other,0.22,7700,Phone,Yes,Australia,Trial,yes
7,Yes,Executive,0.07,6300,Other,Yes,Americas,Traditional|Trial,yes
4,No,Executive,0.31,9500,Phone,Yes,Australia,Digital,yes
6,Yes,Manager,0.29,14900,Phone,Yes,Other,Digital,yes
10,Yes,Executive,0.51,6200,Walkin,Yes,Americas,None,yes
4,Yes,Other,0.46,10900,Walkin,Yes,Australia,None,yes
7,Yes,Manager,0.37,9100,Internet,Yes,Australia,Trial,yes
10,Yes,Executive,0.16,14000,Internet,Yes,Europe,Digital|Traditional,yes
7,No,Manager,0.43,13200,Phone,No,Australia,Trial,yes
7,Yes,Manager,0.24,7700,Walkin,Yes,Americas,Digital|Trial,yes
9,Yes,Manager,0.17,8400,Other,Yes,SE Asia,Traditional,yes
5,No,Other,0.52,5300,Phone,Yes,Americas,Traditional|Trial,yes
10,Yes,Other,0.33,5300,Walkin,Yes,Australia,Traditional|Trial,yes
9,Yes,Other,0.21,11400,Walkin,No,SE Asia,Traditional|Trial,yes
6,Yes,Manager,0.05,13200,Internet,Yes,Australia,Trial,yes
10,Yes,Other,0.28,13700,Phone,No,Europe,Digital|Trial,yes
7,Yes,Executive,0.5,8000,Internet,Yes,SE Asia,Digital|Trial,yes
10,Yes,Executive,0.2,14100,Other,No,Americas,Digital|Traditional|Trial,yes
6,Yes,Executive,0.49,7500,Phone,Yes,Americas,Digital|Traditional|Trial,yes
8,Yes,Executive,0.19,9600,Phone,Yes,Other,Trial,yes
4,Yes,Executive,0.13,9000,Phone,Yes,Americas,Digital|Traditional,yes
4,Yes,Manager,0.41,11300,Phone,Yes,Americas,Traditional|Trial,yes
5,Yes,Manager,0.4,10000,Walkin,Yes,SE Asia,Trial,yes
5,Yes,Manager,0.09,6100,Phone,Yes,Australia,None,yes
8,Yes,Other,0.16,15000,Phone,Yes,Americas,Traditional,yes
9,Yes,Executive,0.09,8400,Phone,Yes,Europe,Traditional|Trial,yes
8,Yes,Manager,0.11,12900,Walkin,Yes,SE Asia,Digital,yes
5,Yes,Manager,0.43,10300,Other,Yes,Europe,Trial,yes
4,Yes,Other,0.35,9600,Other,Yes,Australia,Traditional|Trial,yes
10,No,Other,0.44,9800,Walkin,No,Europe,Trial,yes
6,Yes,Executive,0.24,12300,Phone,Yes,Australia,Trial,yes
6,Yes,Executive,0.06,5600,Walkin,No,Other,Traditional,yes
6,No,Other,0.17,5900,Phone,No,Europe,Digital|Trial,yes
10,Yes,Other,0.55,5400,Walkin,Yes,Europe,Digital|Trial,yes
6,No,Other,0.23,11400,Walkin,No,Australia,Digital|Trial,yes
8,Yes,Executive,0.37,11900,Internet,Yes,Europe,Digital|Trial,yes
9,Yes,Other,0.31,10700,Internet,Yes,Europe,Digital|Trial,yes
6,Yes,Other,0.45,7400,Internet,No,Australia,Traditional|Trial,yes
7,No,Manager,0.51,7500,Internet,No,Australia,Digital|Trial,yes
4,Yes,Executive,0.48,12000,Walkin,No,Australia,Digital|Trial,yes
8,No,Other,0.25,7700,Phone,Yes,Australia,Trial,yes
6,No,Executive,0.21,5100,Phone,Yes,Other,Traditional|Trial,yes
8,No,Executive,0.42,14900,Walkin,No,Europe,Traditional|Trial,yes
10,Yes,Other,0.54,11500,Walkin,No,Europe,Digital|Trial,yes
6,Yes,Other,0.25,11600,Walkin,Yes,Australia,Trial,yes
4,No,Executive,0.55,11000,Walkin,No,Americas,Traditional|Trial,yes
8,No,Manager,0.39,7400,Phone,Yes,Europe,Traditional|Trial,yes
7,No,Executive,0.46,6300,Phone,Yes,Australia,Trial,yes
10,No,Manager,0.17,9900,Other,Yes,Europe,Traditional,yes
5,No,Manager,0.38,11700,Other,Yes,Europe,Digital|Trial,yes
4,Yes,Other,0.52,7600,Walkin,No,Americas,Digital|Traditional,yes
9,No,Manager,0.09,6200,Phone,No,Americas,Trial,yes
5,No,Other,0.27,13800,Other,Yes,SE Asia,Digital|Trial,yes
8,No,Executive,0.22,14300,Internet,No,Europe,Digital|Trial,yes
4,No,Other,0.06,8800,Walkin,Yes,Australia,Traditional|Trial,yes
7,Yes,Manager,0.38,12500,Other,No,Europe,Digital|Trial,yes
6,No,Other,0.5,5000,Phone,No,Europe,Digital|Trial,yes
9,No,Other,0.4,11600,Internet,Yes,SE Asia,Traditional|Trial,yes
6,Yes,Executive,0.27,5500,Walkin,Yes,Americas,Trial,yes
6,No,Executive,0.55,9000,Phone,No,Australia,Traditional|Trial,yes
8,Yes,Executive,0.51,13300,Walkin,No,Americas,Digital|Trial,yes
7,Yes,Other,0.13,13400,Other,Yes,Australia,Digital|Traditional,yes
10,No,Executive,0.19,7300,Phone,No,Europe,Trial,yes
7,Yes,Manager,0.4,8100,Phone,No,SE Asia,Traditional|Trial,yes
9,No,Other,0.3,11900,Walkin,Yes,Australia,Digital|Traditional|Trial,yes
10,Yes,Other,0.11,14600,Walkin,Yes,Other,Digital|Trial,yes
8,Yes,Manager,0.19,10900,Phone,Yes,Australia,Digital|Trial,yes
8,Yes,Executive,0.19,8000,Internet,Yes,Europe,Trial,yes
10,Yes,Other,0.44,10500,Internet,Yes,Other,Traditional|Trial,yes
6,Yes,Other,0.33,12300,Phone,Yes,Australia,Digital|Traditional,yes
9,No,Other,0.27,11100,Phone,Yes,Australia,Digital|Trial,yes
6,No,Executive,0.41,8800,Other,Yes,SE Asia,Trial,yes
7,No,Executive,0.28,6100,Walkin,Yes,Australia,Traditional|Trial,yes
5,No,Other,0.2,14000,Phone,Yes,Other,Trial,yes
10,Yes,Executive,0.53,13400,Phone,No,SE Asia,Digital|Trial,yes
9,Yes,Other,0.55,8000,Phone,No,Americas,Digital|Trial,yes
8,Yes,Other,0.53,6600,Phone,No,Europe,Trial,yes
4,Yes,Other,0.49,14200,Phone,Yes,Europe,Digital|Trial,yes
10,Yes,Executive,0.47,11800,Phone,No,Australia,Digital,yes
4,No,Executive,0.38,5900,Phone,No,Australia,Traditional,yes
10,Yes,Executive,0.5,5600,Phone,Yes,Europe,Digital|Trial,yes
7,Yes,Manager,0.41,11100,Phone,No,Other,Traditional|Trial,yes
6,Yes,Executive,0.31,5700,Walkin,Yes,Europe,Traditional|Trial,yes
4,Yes,Other,0.06,9400,Internet,No,Australia,Trial,yes
7,No,Other,0.36,12700,Other,Yes,Australia,Traditional|Trial,yes
10,Yes,Executive,0.24,10900,Phone,Yes,Europe,Traditional|Trial,yes
7,Yes,Manager,0.42,7300,Phone,Yes,Europe,Trial,yes
9,No,Executive,0.52,6800,Internet,No,Americas,Digital|Trial,yes
8,No,Executive,0.22,6200,Other,Yes,Americas,Digital|Trial,yes
7,Yes,Executive,0.12,13600,Phone,No,Europe,Digital|Traditional|Trial,yes
8,No,Executive,0.16,12000,Phone,Yes,Europe,Digital|Traditional,yes
5,No,Executive,0.41,12800,Walkin,Yes,Europe,Traditional|Trial,yes
9,No,Other,0.51,14900,Internet,Yes,Australia,Digital,yes
8,No,Executive,0.06,13400,Internet,No,Americas,Trial,yes
10,Yes,Executive,0.3,9300,Internet,No,Other,Digital|Trial,yes
9,Yes,Executive,0.13,13200,Walkin,Yes,Australia,Traditional|Trial,yes
9,Yes,Other,0.45,7000,Internet,Yes,SE Asia,Digital|Traditional|Trial,yes
9,Yes,Manager,0.19,8500,Phone,No,Europe,Traditional|Trial,yes
6,No,Other,0.21,13500,Internet,Yes,Europe,Trial,yes
10,Yes,Executive,0.31,9700,Phone,Yes,Europe,Digital|Traditional|Trial,yes
6,Yes,Manager,0.33,7500,Phone,No,Other,Digital|Traditional|Trial,yes
10,Yes,Executive,0.31,9300,Phone,Yes,Australia,Digital|Trial,yes
6,No,Other,0.47,8500,Other,Yes,Americas,Trial,yes
6,Yes,Other,0.25,13700,Phone,No,Other,Trial,yes
6,Yes,Other,0.08,13600,Phone,Yes,Europe,Traditional|Trial,yes
9,Yes,Other,0.48,12400,Phone,Yes,Americas,Digital|Traditional,yes
10,Yes,Other,0.47,6000,Phone,Yes,Australia,Digital|Trial,yes
8,No,Other,0.18,11800,Internet,Yes,Australia,Digital|Traditional|Trial,yes
4,No,Manager,0.46,9400,Phone,Yes,Europe,Traditional|Trial,yes
6,Yes,Other,0.13,13800,Walkin,No,Americas,Traditional,yes
6,Yes,Other,0.53,6500,Walkin,No,Australia,Trial,yes
8,Yes,Executive,0.4,10100,Phone,Yes,Australia,Traditional,yes
9,Yes,Executive,0.05,8600,Internet,Yes,Americas,Digital|Trial,yes
4,Yes,Other,0.29,13500,Internet,Yes,Australia,Trial,yes
8,Yes,Manager,0.24,12900,Internet,Yes,Americas,Digital|Traditional|Trial,yes
